-2.415555 1.098384
-2.415598 1.098556
-2.415667 1.098849
-2.415732 1.098566
-2.415768 1.097055
-2.415764 1.093948
-2.415718 1.089283
-2.415644 1.083498
-2.415562 1.077296
-2.415491 1.071475
-2.415431 1.066772
-2.415385 1.063790
-2.415358 1.062972
-2.415340 1.064603
-2.415344 1.068784
-2.415374 1.075388
-2.415429 1.084038
-2.415502 1.094110
-2.415583 1.104786
-2.415660 1.115175
-2.415724 1.124434
-2.415770 1.131848
-2.415800 1.136883
-2.415812 1.139199
-2.415806 1.138646
-2.415783 1.135286
-2.415740 1.129393
-2.415680 1.121455
-2.415610 1.112140
-2.415546 1.102192
-2.415503 1.092318
-2.415478 1.083069
-2.415468 1.074797
-2.415466 1.067699
-2.415456 1.061908
-2.415442 1.057581
-2.415419 1.054943
-2.415401 1.054258
-2.415401 1.055717
-2.415430 1.059305
-2.415493 1.064697
-2.415571 1.071247
-2.415648 1.078130
-2.415703 1.084534
-2.415728 1.089843
-2.415728 1.093738
-2.415710 1.096171
-2.415680 1.097283
-2.415651 1.097322
-2.415619 1.096592
-2.415582 1.095425
-2.415548 1.094191
-2.415514 1.093280
-2.415495 1.093018
-2.415490 1.093606
-2.415497 1.095101
-2.415501 1.097456
-2.415499 1.100599
-2.415498 1.104473
-2.415504 1.109017
-2.415519 1.114121
-2.415547 1.119559
-2.415581 1.124994
-2.415607 1.130040
-2.415622 1.134356
-2.415620 1.137740
-2.415599 1.140172
-2.415568 1.141793
-2.415540 1.142850
-2.415519 1.143594
-2.415511 1.144199
-2.415521 1.144703
-2.415542 1.144991
-2.415569 1.144841
-2.415591 1.143996
-2.415612 1.142237
-2.415623 1.139428
-2.415626 1.135518
-2.415618 1.130549
-2.415607 1.124635
-2.415587 1.117952
-2.415569 1.110736
-2.415556 1.103234
-2.415546 1.095660
-2.415536 1.088188
-2.415525 1.080968
-2.415516 1.074151
-2.415511 1.067867
-2.415516 1.062205
-2.415521 1.057201
-2.415535 1.052830
-2.415547 1.049031
-2.415561 1.045723
-2.415574 1.042831
-2.415581 1.040313
-2.415578 1.038185
-2.415561 1.036572
-2.415529 1.035725
-2.415494 1.035987
-2.415469 1.037737
-2.415459 1.041266
-2.415471 1.046664
-2.415492 1.053801
-2.415519 1.062423
-2.415542 1.072241
-2.415568 1.082968
-2.415596 1.094291
-2.415626 1.105843
-2.415647 1.117247
-2.415659 1.128196
-2.415671 1.138471
-2.415698 1.147844
-2.415734 1.155983
-2.415770 1.162460
-2.415783 1.166874
-2.415772 1.169018
-2.415737 1.168976
-2.415688 1.167108
-2.415649 1.163891
-2.415636 1.159729
-2.415636 1.154844
-2.415635 1.149323
-2.415602 1.143318
-2.415545 1.137243
-2.415490 1.131733
-2.415478 1.127338
-2.415525 1.124173
-2.415592 1.121842
-2.415638 1.119739
-2.415639 1.117447
-2.415605 1.114941
-2.415565 1.112512
-2.415550 1.110518
-2.415565 1.109107
-2.415604 1.108102
-2.415633 1.107147
-2.415643 1.105940
-2.415633 1.104374
-2.415611 1.102538
-2.415587 1.100648
-2.415561 1.098995
-2.415537 1.097874
-2.415527 1.097528
-2.415535 1.098062
-2.415560 1.099383
-2.415596 1.101238
-2.415628 1.103294
-2.415653 1.105239
-2.415662 1.106850
-2.415656 1.108018
-2.415630 1.108804
-2.415582 1.109469
-2.415543 1.110418
-2.415526 1.112029
-2.415545 1.114445
-2.415601 1.117446
-2.415673 1.120477
-2.415739 1.122827
-2.415783 1.123884
-2.415772 1.123346
-2.415711 1.121380
-2.415610 1.118675
-2.415506 1.116295
-2.415457 1.115294
-2.415507 1.116149
-2.415625 1.118406
-2.415755 1.120893
-2.415823 1.122367
-2.415812 1.122130
-2.415726 1.120266
-2.415606 1.117539
-2.415479 1.115107
-2.415390 1.114145
-2.415352 1.115511
-2.415377 1.119518
-2.415447 1.125847
-2.415539 1.133674
-2.415619 1.141954
-2.415681 1.149707
-2.415708 1.156202
-2.415715 1.160981
-2.415713 1.163811
-2.415705 1.164628
-2.415693 1.163476
-2.415670 1.160486
-2.415638 1.155898
-2.415596 1.150074
-2.415557 1.143450
-2.415532 1.136445
-2.415533 1.129345
-2.415549 1.122234
-2.415574 1.115027
-2.415594 1.107557
-2.415606 1.099692
-2.415610 1.091404
-2.415611 1.082753
-2.415622 1.073815
-2.415658 1.064602
-2.415703 1.055003
-2.415731 1.044864
-2.415687 1.034305
-2.415537 1.024170
-2.415340 1.016181
-2.415244 1.012297
-2.415307 1.013504
-2.415452 1.019245
-2.415579 1.028039
-2.415655 1.038409
-2.415702 1.049280
-2.415730 1.059927
-2.415746 1.069842
-2.415756 1.078663
-2.415763 1.086130
-2.415764 1.092063
-2.415757 1.096365
-2.415740 1.099046
-2.415709 1.100276
-2.415669 1.100381
