-2.166935 1.204338
-2.166955 1.207676
-2.166983 1.211594
-2.167023 1.215805
-2.167068 1.219921
-2.167107 1.223532
-2.167132 1.226300
-2.167132 1.228039
-2.167113 1.228791
-2.167076 1.228821
-2.167037 1.228539
-2.167005 1.228387
-2.166985 1.228734
-2.166974 1.229847
-2.166964 1.231898
-2.166951 1.234996
-2.166949 1.239199
-2.166962 1.244458
-2.167007 1.250508
-2.167076 1.256811
-2.167156 1.262612
-2.167215 1.267095
-2.167244 1.269603
-2.167245 1.269801
-2.167225 1.267692
-2.167191 1.263519
-2.167163 1.257634
-2.167134 1.250425
-2.167098 1.242310
-2.167048 1.233788
-2.166988 1.225474
-2.166930 1.218046
-2.166888 1.212119
-2.166867 1.208144
-2.166870 1.206345
-2.166880 1.206723
-2.166895 1.209140
-2.166908 1.213385
-2.166922 1.219233
-2.166943 1.226428
-2.166978 1.234616
-2.167027 1.243315
-2.167080 1.251910
-2.167131 1.259728
-2.167170 1.266140
-2.167185 1.270672
-2.167176 1.273082
-2.167149 1.273386
-2.167124 1.271757
-2.167106 1.268413
-2.167093 1.263540
-2.167078 1.257291
-2.167058 1.249841
-2.167031 1.241445
-2.167004 1.232429
-2.166985 1.223115
-2.166986 1.213730
-2.166995 1.204384
-2.167005 1.195094
-2.166996 1.185900
-2.166952 1.177029
-2.166887 1.168987
-2.166815 1.162499
-2.166769 1.158282
-2.166778 1.156758
-2.166838 1.157840
-2.166927 1.160931
-2.167014 1.165127
-2.167067 1.169539
-2.167083 1.173545
-2.167066 1.176903
-2.167035 1.179687
-2.167007 1.182115
-2.167000 1.184364
-2.167013 1.186455
-2.167028 1.188266
-2.167038 1.189632
-2.167029 1.190483
-2.166997 1.190949
-2.166946 1.191394
-2.166889 1.192351
-2.166838 1.194411
-2.166815 1.198072
-2.166820 1.203597
-2.166855 1.210955
-2.166914 1.219812
-2.166987 1.229600
-2.167060 1.239624
-2.167115 1.249190
-2.167155 1.257704
-2.167173 1.264751
-2.167179 1.270114
-2.167174 1.273728
-2.167170 1.275617
-2.167152 1.275876
-2.167128 1.274704
-2.167093 1.272437
-2.167062 1.269475
-2.167053 1.266143
-2.167065 1.262571
-2.167079 1.258709
-2.167082 1.254475
-2.167060 1.249912
-2.167019 1.245264
-2.166973 1.240940
-2.166941 1.237389
-2.166927 1.234970
-2.166922 1.233874
-2.166925 1.234145
-2.166931 1.235764
-2.166937 1.238677
-2.166956 1.242776
-2.166992 1.247828
-2.167044 1.253425
-2.167108 1.258999
-2.167173 1.263888
-2.167221 1.267467
-2.167238 1.269295
-2.167211 1.269259
-2.167140 1.267681
-2.167052 1.265270
-2.166983 1.262871
-2.166960 1.261120
-2.166970 1.260232
-2.166988 1.260082
-2.167006 1.260390
-2.167015 1.260873
-2.167021 1.261300
-2.167019 1.261501
-2.167018 1.261364
-2.167013 1.260820
-2.167006 1.259843
-2.167005 1.258430
-2.167007 1.256577
-2.167011 1.254264
-2.167009 1.251486
-2.166988 1.248341
-2.166960 1.245101
-2.166930 1.242149
-2.166930 1.239794
-2.166967 1.238077
-2.167027 1.236700
-2.167065 1.235193
-2.167074 1.233193
-2.167060 1.230623
-2.167044 1.227630
-2.167054 1.224364
-2.167090 1.220762
-2.167143 1.216500
-2.167199 1.211097
-2.167222 1.204114
-2.167210 1.195368
-2.167160 1.185052
-2.167080 1.173740
-2.166986 1.162304
-2.166891 1.151770
